;X;Results.reception.time;MD5.hash.of.participant.s.IP.address;Controller.name;Order.number.of.item;Inner.element.number;Label;Latin.Square.Group;PennElementType;PennElementName;Parameter;Value;EventTime;Sentence;Sound1;Sound2;List;Age;Gender;Language;AmEng;Comments;workerId;text_condition;utt;talker
103;103;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;6;0;experiment;NULL;PennController;5;_Trial_;End;1615532263267;Perhaps he knew that she was married.;P11-K-2-c.mp3;P11-K-2-nc.mp3;2A;30;male;English;yes;NULL;8f3807aa;nc;K2;P1
104;104;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;12;0;experiment;NULL;PennController;11;_Trial_;Start;1615532263267;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C1;C1
105;105;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;12;0;experiment;NULL;Audio;one;play;0;1615532267968;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C1;C1
106;106;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;12;0;experiment;NULL;Audio;two;play;0;1615532269738;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C1;C1
107;107;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;12;0;experiment;NULL;Scale;judgement;Choice;two;1615532271873;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C1;C1
108;108;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;12;0;experiment;NULL;PennController;11;_Trial_;End;1615532272494;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C1;C1
109;109;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;13;0;experiment;NULL;PennController;12;_Trial_;Start;1615532272495;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C2;C2
110;110;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;13;0;experiment;NULL;Audio;one;play;0;1615532277609;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C2;C2
111;111;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;13;0;experiment;NULL;Audio;one;play;0;1615532282625;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C2;C2
112;112;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;13;0;experiment;NULL;Audio;two;play;0;1615532279522;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C2;C2
113;113;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;13;0;experiment;NULL;Audio;two;play;0;1615532284527;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C2;C2
114;114;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;13;0;experiment;NULL;Scale;judgement;Choice;two;1615532286746;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C2;C2
115;115;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;13;0;experiment;NULL;PennController;12;_Trial_;End;1615532287340;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2A;30;male;English;yes;NULL;8f3807aa;control;C2;C2
116;116;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;11;0;experiment;NULL;PennController;10;_Trial_;Start;1615532287341;Perhaps he discovered that he’s a father.;P3-D-2-nc.mp3;P3-D-2-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;D2;P3
117;117;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;11;0;experiment;NULL;Audio;one;play;0;1615532293031;Perhaps he discovered that he’s a father.;P3-D-2-nc.mp3;P3-D-2-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;D2;P3
118;118;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;11;0;experiment;NULL;Audio;one;play;0;1615532298467;Perhaps he discovered that he’s a father.;P3-D-2-nc.mp3;P3-D-2-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;D2;P3
119;119;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;11;0;experiment;NULL;Audio;two;play;0;1615532295332;Perhaps he discovered that he’s a father.;P3-D-2-nc.mp3;P3-D-2-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;D2;P3
120;120;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;11;0;experiment;NULL;Scale;judgement;Choice;one;1615532301900;Perhaps he discovered that he’s a father.;P3-D-2-nc.mp3;P3-D-2-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;D2;P3
121;121;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;11;0;experiment;NULL;PennController;10;_Trial_;End;1615532302464;Perhaps he discovered that he’s a father.;P3-D-2-nc.mp3;P3-D-2-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;D2;P3
122;122;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;PennController;6;_Trial_;Start;1615532302466;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
123;123;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;Audio;one;play;0;1615532304036;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
124;124;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;Audio;one;play;0;1615532309483;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
125;125;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;Audio;one;play;0;1615532312842;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
126;126;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;Audio;one;play;0;1615532318343;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
127;127;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;Audio;two;play;0;1615532320871;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
128;128;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;Audio;two;play;0;1615532325346;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
129;129;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;Scale;judgement;Choice;two;1615532323555;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
130;130;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;7;0;experiment;NULL;PennController;6;_Trial_;End;1615532326899;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2A;30;male;English;yes;NULL;8f3807aa;c;A3;P6
131;131;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;15;0;comments;NULL;PennController;2;_Trial_;Start;1615532326900;NULL;;;;NA;;;;;NA;;;
132;132;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;15;0;comments;NULL;TextInput;Comments;Final;no;1615532330446;NULL;;;;NA;;;;;NA;;;
133;133;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;15;0;comments;NULL;TextInput;Comments;First;;1615532328907;n;;;;NA;;;;;NA;;;
134;134;1615532330;4c0454162d2e6fc79adcbb5c908a42e2;PennController;15;0;comments;NULL;PennController;2;_Trial_;End;1615532330446;NULL;;;;NA;;;;;NA;;;
135;135;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;3;0;intro;NULL;PennController;1;_Trial_;Start;1615532485927;NULL;;;;NA;;;;;NA;;;
136;136;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;3;0;intro;NULL;PennController;1;_Trial_;End;1615532566237;NULL;;;;NA;;;;;NA;;;
137;137;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;2;0;Angaben;NULL;PennController;0;_Trial_;Start;1615532566240;NULL;;;;NA;;;;;NA;;;
138;138;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;2;0;Angaben;NULL;PennController;0;_Trial_;End;1615532595591;NULL;;;;NA;;;;;NA;;;
139;139;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;13;0;experiment;NULL;PennController;12;_Trial_;Start;1615532595593;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C2;C2
140;140;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;13;0;experiment;NULL;Audio;one;play;0;1615532607590;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C2;C2
141;141;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;13;0;experiment;NULL;Audio;one;play;0;1615532623785;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C2;C2
142;142;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;13;0;experiment;NULL;Audio;two;play;0;1615532626085;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C2;C2
143;143;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;13;0;experiment;NULL;Scale;judgement;Choice;one;1615532640244;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C2;C2
144;144;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;13;0;experiment;NULL;PennController;12;_Trial_;End;1615532641688;Samantha only ran one mile.;C2-incor.mp3;C2-cor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C2;C2
145;145;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;10;0;experiment;NULL;PennController;9;_Trial_;Start;1615532641691;Perhaps she knew that he was wrong.;P9-K-3-nc.mp3;P9-K-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;K3;P9
146;146;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;10;0;experiment;NULL;Audio;one;play;0;1615532651372;Perhaps she knew that he was wrong.;P9-K-3-nc.mp3;P9-K-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;K3;P9
147;147;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;10;0;experiment;NULL;Audio;two;play;0;1615532654703;Perhaps she knew that he was wrong.;P9-K-3-nc.mp3;P9-K-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;K3;P9
148;148;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;10;0;experiment;NULL;Scale;judgement;Choice;two;1615532657429;Perhaps she knew that he was wrong.;P9-K-3-nc.mp3;P9-K-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;K3;P9
149;149;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;10;0;experiment;NULL;PennController;9;_Trial_;End;1615532658070;Perhaps she knew that he was wrong.;P9-K-3-nc.mp3;P9-K-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;K3;P9
150;150;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;5;0;experiment;NULL;PennController;4;_Trial_;Start;1615532658071;Perhaps she noticed that he had bad breath.;P12-N-2-c.mp3;P12-N-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;N2;P1
151;151;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;5;0;experiment;NULL;Audio;one;play;0;1615532678868;Perhaps she noticed that he had bad breath.;P12-N-2-c.mp3;P12-N-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;N2;P1
152;152;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;5;0;experiment;NULL;Audio;one;play;0;1615532686275;Perhaps she noticed that he had bad breath.;P12-N-2-c.mp3;P12-N-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;N2;P1
153;153;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;5;0;experiment;NULL;Audio;two;play;0;1615532682424;Perhaps she noticed that he had bad breath.;P12-N-2-c.mp3;P12-N-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;N2;P1
154;154;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;5;0;experiment;NULL;Audio;two;play;0;1615532689665;Perhaps she noticed that he had bad breath.;P12-N-2-c.mp3;P12-N-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;N2;P1
155;155;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;5;0;experiment;NULL;Scale;judgement;Choice;two;1615532693273;Perhaps she noticed that he had bad breath.;P12-N-2-c.mp3;P12-N-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;N2;P1
156;156;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;5;0;experiment;NULL;PennController;4;_Trial_;End;1615532693843;Perhaps she noticed that he had bad breath.;P12-N-2-c.mp3;P12-N-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;N2;P1
157;157;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;11;0;experiment;NULL;PennController;10;_Trial_;Start;1615532693847;Perhaps he discovered that he’s a father.;P3-D-2-c.mp3;P3-D-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;D2;P3
158;158;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;11;0;experiment;NULL;Audio;one;play;0;1615532712233;Perhaps he discovered that he’s a father.;P3-D-2-c.mp3;P3-D-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;D2;P3
159;159;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;11;0;experiment;NULL;Audio;two;play;0;1615532714616;Perhaps he discovered that he’s a father.;P3-D-2-c.mp3;P3-D-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;D2;P3
160;160;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;11;0;experiment;NULL;Scale;judgement;Choice;two;1615532717113;Perhaps he discovered that he’s a father.;P3-D-2-c.mp3;P3-D-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;D2;P3
161;161;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;11;0;experiment;NULL;PennController;10;_Trial_;End;1615532718684;Perhaps he discovered that he’s a father.;P3-D-2-c.mp3;P3-D-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;nc;D2;P3
162;162;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;7;0;experiment;NULL;PennController;6;_Trial_;Start;1615532718686;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A3;P6
163;163;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;7;0;experiment;NULL;Audio;one;play;0;1615532724299;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A3;P6
164;164;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;7;0;experiment;NULL;Audio;one;play;0;1615532730382;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A3;P6
165;165;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;7;0;experiment;NULL;Audio;two;play;0;1615532727350;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A3;P6
166;166;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;7;0;experiment;NULL;Audio;two;play;0;1615532733220;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A3;P6
167;167;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;7;0;experiment;NULL;Scale;judgement;Choice;one;1615532735968;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A3;P6
168;168;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;7;0;experiment;NULL;PennController;6;_Trial_;End;1615532736486;Perhaps she was aware that he had bad reviews.;P6-A-3-nc.mp3;P6-A-3-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A3;P6
169;169;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;14;0;experiment;NULL;PennController;13;_Trial_;Start;1615532736490;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C3;C3
170;170;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;14;0;experiment;NULL;Audio;one;play;0;1615532747528;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C3;C3
171;171;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;14;0;experiment;NULL;Audio;one;play;0;1615532752875;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C3;C3
172;172;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;14;0;experiment;NULL;Audio;two;play;0;1615532750096;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C3;C3
173;173;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;14;0;experiment;NULL;Scale;judgement;Choice;one;1615532753852;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C3;C3
174;174;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;14;0;experiment;NULL;PennController;13;_Trial_;End;1615532754475;Damon made mac and cheese.;C3-cor.mp3;C3-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C3;C3
175;175;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;9;0;experiment;NULL;PennController;8;_Trial_;Start;1615532754477;Perhaps she was aware that he was unreliable.;P8-A-2-nc.mp3;P8-A-2-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A2;P8
176;176;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;9;0;experiment;NULL;Audio;one;play;0;1615532766695;Perhaps she was aware that he was unreliable.;P8-A-2-nc.mp3;P8-A-2-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A2;P8
177;177;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;9;0;experiment;NULL;Audio;two;play;0;1615532769524;Perhaps she was aware that he was unreliable.;P8-A-2-nc.mp3;P8-A-2-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A2;P8
178;178;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;9;0;experiment;NULL;Scale;judgement;Choice;two;1615532771796;Perhaps she was aware that he was unreliable.;P8-A-2-nc.mp3;P8-A-2-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A2;P8
179;179;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;9;0;experiment;NULL;PennController;8;_Trial_;End;1615532775271;Perhaps she was aware that he was unreliable.;P8-A-2-nc.mp3;P8-A-2-c.mp3;2B;26;female;English;yes;NULL;44a06496;nc;A2;P8
180;180;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;12;0;experiment;NULL;PennController;11;_Trial_;Start;1615532775272;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C1;C1
181;181;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;12;0;experiment;NULL;Audio;one;play;0;1615532788766;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C1;C1
182;182;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;12;0;experiment;NULL;Audio;two;play;0;1615532790749;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C1;C1
183;183;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;12;0;experiment;NULL;Scale;judgement;Choice;two;1615532793104;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C1;C1
184;184;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;12;0;experiment;NULL;PennController;11;_Trial_;End;1615532793728;She even ate the peas.;C1-cor.mp3;C1-incor.mp3;2B;26;female;English;yes;NULL;44a06496;control;C1;C1
185;185;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;8;0;experiment;NULL;PennController;7;_Trial_;Start;1615532793729;Perhaps she was aware that he was a terrible administrator.;P4-A-1-nc.mp3;P4-A-1-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;A1;P4
186;186;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;8;0;experiment;NULL;Audio;one;play;0;1615532806993;Perhaps she was aware that he was a terrible administrator.;P4-A-1-nc.mp3;P4-A-1-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;A1;P4
187;187;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;8;0;experiment;NULL;Audio;one;play;0;1615532814400;Perhaps she was aware that he was a terrible administrator.;P4-A-1-nc.mp3;P4-A-1-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;A1;P4
188;188;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;8;0;experiment;NULL;Audio;two;play;0;1615532809882;Perhaps she was aware that he was a terrible administrator.;P4-A-1-nc.mp3;P4-A-1-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;A1;P4
189;189;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;8;0;experiment;NULL;Scale;judgement;Choice;one;1615532818341;Perhaps she was aware that he was a terrible administrator.;P4-A-1-nc.mp3;P4-A-1-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;A1;P4
190;190;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;8;0;experiment;NULL;PennController;7;_Trial_;End;1615532818972;Perhaps she was aware that he was a terrible administrator.;P4-A-1-nc.mp3;P4-A-1-c.mp3;2B;26;female;English;yes;NULL;44a06496;c;A1;P4
191;191;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;6;0;experiment;NULL;PennController;5;_Trial_;Start;1615532818975;Perhaps he knew that she was married.;P11-K-2-c.mp3;P11-K-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;c;K2;P1
192;192;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;6;0;experiment;NULL;Audio;one;play;0;1615532838029;Perhaps he knew that she was married.;P11-K-2-c.mp3;P11-K-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;c;K2;P1
193;193;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;6;0;experiment;NULL;Audio;two;play;0;1615532840327;Perhaps he knew that she was married.;P11-K-2-c.mp3;P11-K-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;c;K2;P1
194;194;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;6;0;experiment;NULL;Scale;judgement;Choice;two;1615532842355;Perhaps he knew that she was married.;P11-K-2-c.mp3;P11-K-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;c;K2;P1
195;195;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;6;0;experiment;NULL;PennController;5;_Trial_;End;1615532842730;Perhaps he knew that she was married.;P11-K-2-c.mp3;P11-K-2-nc.mp3;2B;26;female;English;yes;NULL;44a06496;c;K2;P1
196;196;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;15;0;comments;NULL;PennController;2;_Trial_;Start;1615532842732;NULL;;;;NA;;;;;NA;;;
197;197;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;15;0;comments;NULL;TextInput;Comments;Final;;1615532845175;NULL;;;;NA;;;;;NA;;;
198;198;1615532845;a2945d4ddaef26359ded068f393d369b;PennController;15;0;comments;NULL;PennController;2;_Trial_;End;1615532845175;NULL;;;;NA;;;;;NA;;;
199;199;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;3;0;intro;NULL;PennController;1;_Trial_;Start;1615532889047;NULL;;;;NA;;;;;NA;;;
200;200;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;3;0;intro;NULL;PennController;1;_Trial_;End;1615532936772;NULL;;;;NA;;;;;NA;;;
201;201;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;2;0;Angaben;NULL;PennController;0;_Trial_;Start;1615532936775;NULL;;;;NA;;;;;NA;;;
202;202;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;2;0;Angaben;NULL;PennController;0;_Trial_;End;1615532956503;NULL;;;;NA;;;;;NA;;;
203;203;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;7;0;experiment;NULL;PennController;6;_Trial_;Start;1615532956505;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A3;P1
204;204;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;7;0;experiment;NULL;Audio;one;play;0;1615532973060;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A3;P1
205;205;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;7;0;experiment;NULL;Audio;two;play;0;1615532977992;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A3;P1
206;206;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;7;0;experiment;NULL;Scale;judgement;Choice;one;1615532985400;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A3;P1
207;207;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;7;0;experiment;NULL;PennController;6;_Trial_;End;1615532987216;Perhaps she was aware that he had bad reviews.;P14-A-3-nc.mp3;P14-A-3-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;A3;P1
208;208;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;11;0;experiment;NULL;PennController;10;_Trial_;Start;1615532987220;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;D2;P5
209;209;1615533199;1ef8e95071ebf183b5a0b181b4fcbf05;PennController;11;0;experiment;NULL;Audio;one;play;0;1615533001974;Perhaps he discovered that he’s a father.;P5-D-2-nc.mp3;P5-D-2-c.mp3;3A;33;female;English;yes;NULL;c4a228a8;c;D2;P5
